# 2026/06/13 - 13:35 | PDB: 24.26 | UniProt: 2026.02
SP_PRIMARY	PDB
P10972	1yi2;1vq4;3ccv;1vqp;1q86;1vqo;1vqn;3ccq;1ffk;3i56;3ccj;1vql;1nji;1qvf;3cce;3ccr;2qa4;4v4r;3cc4;2otj;1yit;1qvg;1vq8;1jj2;1kc8;1w2b;1yjw;1kqs;3ccm;3cc2;4v42;4adx;1m1k;3cxc;3g71;3ow2;3ccs;3ccu;4v4s;1kd1;4v4t;1yij;1vq9;3ccl;1q81;3g6e;3cc7;3cma;1q7y;1m90;1vq6;1k8a;1q82;1yjn;1yhq;4v9f;1s72;1k9m;3cd6;3cme;1vqk;1vq7;1vqm;1n8r;2otl;2qex;3g4s;1yj9;1vq5;1k73;3i55;3cpw
P10987	4jhd;3eku;2hf4;8oh4;2hf3;3mn6;3mn7;3mn9;4m63;3eks;3mmv;5wfn;4rwt;3el2
P10992	1dej
P10997	9bue;7m65;8qvq;8f0j;8az5;9gzx;7bg0;7m61;9ulz;6zrf;6y1a;8az1;8az7;5ko0;1kuw;6vw2;9gzw;9gz6;8r1s;7m64;6zrr;3fth;8az3;9blw;9gzt;9gzp;9cc5;3dg1;8az6;8f2a;3ftk;5k5g;8yg2;6zrq;8rm9;9nzh;8az0;7yl3;9blb;3g7v;3ftl;3g7w;6ucj;8f0k;5mgq;5knz;7m62;3fpo;8az4;9bp3;3fr1;2g48;3hgz;3ftr;2l86;9bq3;9bub;9buc;8f2b;8az2;7ykw;9btw;9gzs;9bud;2kb8;7yl0;7yl7;8qvp;8qvr;8rm8;8qj1;8awt;9blc;8r4i;6uck;9gzy
P11006	1f0f;5cgo;1d9m;1f0e;2lsa;1f0g;1d9o;1d9p;1f0h;1dum;2mag;5cgn;4mgp;1f0d;1d9j;1d9l;9hvn
P11009	1crk
P11014	7jqq;6v1w;5hd9;7cnb
P11019	7une;6xbw;7khr;6xby
P11021	5ype;3iuc;5ypa;5ypc;5f1x;6dfo;9i5y;5ex5;5e85;3ldo;6dfm;3ldl;5evz;5exw;6asy;7n1r;6zmd;5ypf;5e84;3ldp;5f0x;5yp8;5ypb;5e86;3ldn;5ypg;5f2r;6cz1;6dws;5ey4;6do2;9h0c;5yph
P11024	1d4o
P11032	9k1t
P11041	5gql;5gqn;7xws;5yhb;7wyr;6lee;5axu;5exz;5yha;5yr9;5gqi;5gqk;5a9b;5exy;5yr1;5gqj;8j2q;7xhr;5yrd;5yra;5yrc;5yrb;5gqm;5axv
P11045	8uvz
P11047	9az3;8dmk;7cec;5xau
P11053	1frd
P11057	1eit
P11064	1bvh;1dg9;1z13;1z12;1phr;1c0e;1pnt;5jnv;5jnw
P11065	2fxa
P11069	5m3l;1x9f;4v93;2gtl
P11071	6k5l
P11073	1o8g;1o8e;2pec;1o8f;1o8j;1o88;1o8d;1o8i;1o8h;1o8m;1o8k;1plu;1o8l;1air;2ewe
P11075	4oiy
P11076	8s5c;8s5e;5nzv;5a1w;4q66;7uro;5a1y;2ksq;8s5d;5a1x;5nzu;5nzr;5nzt;2k5u;5a1v;5nzs;3tjz;5a1u
P11077	6zty;2cse;6ztz;1jmu;6xf8
P11078	7ell;9cyy;9cyt
P11079	9cyt;2cse;9cyx;1ej6;6ztz;9cyy;7ell
P11086	2g70;6ws1;1n7i;3kpy;3kqo;3kqq;2g72;2g8n;2onz;2g71;1n7j;2opb;3kqv;3kpv;3kqs;7twu;3kqy;1yz3;3kqt;7tx2;3hcf;3hca;3hcc;2an5;3kpu;3kpj;2an3;2ony;3kr1;3kr0;3hcb;3kr2;1hnn;4mq4;3kpw;3kqw;2obf;4dm3;3hcd;3hce;3kqm;3kqp;2an4;4mik
P11094	28lu;28jw;9tvu
P11110	9lu7;9lu6;9lu5;9lu4;9mkb;9mof
P11111	9lu5;9mof;9lu7;9lu4;9lu6;9mkb
P11112	4hud;3j2n;3j2m;4huh
P11116	1sla;1slc;1slb;1slt
P11124	5fj7;1hi1;1uvm;4a8w;2jl9;1hi8;1uvj;2jlg;4a8f;1hi0;1hht;1uvk;1uvn;1uvl;1hhs;4b02;4a8y;4a8s;4a8o;1uvi;1wac;4a8k;4a8q;4a8m;9i7w;5fj6;2jlf
P11125	6hy0;5muv;5muu;4blo;5muw
P11126	9i5c;4btg;9hu4;9hu6;9i7w;4k7h;9hu5;6hy0;5fj5;5fj7;4btq;5muu
P11133	1r5i
P11134	2dci;2jrd
P11140	5z3j;1abr;5z3i;5z37
P11141	3dqg
P11142	3fzk;4h5v;5aql;5aqr;5aqg;3esk;5aqf;5aqs;5aqv;5aqm;5aqo;5aqi;3ldq;5aqp;3fzl;3fzm;5aqn;4kbq;5aqt;3agz;6b1i;5aqq;4h5n;3fzh;5aqj;3m3z;3agy;3fzf;4hwi;6zyj;6b1m;4h5w;5aqk;5aqh;4h5r;6b1n;5aqu;4h5t
P11146	2b26
P11151	6u7m;9nrn;8erl
P11155	1vbg;1vbh
P11157	1w68;1w69;1h0o;1h0n;1aft;1xsm
P11166	4pyp;5eqi;5eqh;5eqg;6tha
P11169	7sps;5c65;4zwc;4zw9;7crz;4zwb;7spt
P11171	1gg3;3qij;2rq1
P11172	3bgj;3dbp;3g3m;6zx0;3l0k;3ex3;3ex4;3bk0;9hdt;3mw7;6zx2;4hkp;3ewu;6zwy;6yvo;6zwz;7am9;6yvl;2qcm;3ewx;3ewy;9hil;2qch;9hdu;2qce;4hib;9hdy;2qcc;6zx3;9hdx;2wns;2qcg;3l0n;2v30;3eww;3g3d;7ov0;6yvm;9hy0;3bvj;6ywt;2qcf;7oqn;3bgg;2jgy;7ouz;6yvk;6yvn;9hdz;3ewz;3ex1;7oqi;6ywu;7q1h;2eaw;9hds;6zx1;7asq;3mo7;7oqf;7oqk;7otu;3ex2;3ex6;2p1f;3mi2;2qcn;2qcd;9hdv;2qcl;7oqm;9hdw
P11177	3exf;3exi;2ozl;3exg;3exh;6cfo;3exe;6cer;1ni4
P11179	7uol
P11180	7uom
P11181	2ii3;2ii4;2ihw;2ii5
P11182	1k8m;1zwv;2coo;1k8o;3rnm
P11191	8b1t;8b1u
P11193	2dwr
P11196	2aen
P11204	1dun;1duc
P11206	4g1g;4g1l;4g1o
P11207	4i1s;2b5l;2k48;2hye
P11208	6v86;6vag;5wkn;6v85
P11209	1g2c
P11212	2vaa;1kbg;1fzj;2mha;1nam;1fzm
P11215	9rm9;2lke;6rhw;4m76;7usm;8voh;8ce9;9rma;9t5v;7p2d;1ido;3qa3;7usl;1n9z;2lkj;9t3y;4xw2;1idn;8voi;9t5w;1bhq;9t5z;1mf7;1m1u;7akk;8ce6;1bho;3q3g;9gmu;1jlm;1na5
P11216	5ikp;5iko
P11217	1z8d
P11218	1en2;1iqb;1enm
P11224	1wdf;1wdg;3jcl;6b3o;6vsj
P11225	2zsv;2zsw
P11226	1hup
P11229	9jea;6zg9;6oij;6zfz;6zg4;6wjc;5cxv
P11230	9gu1;9dmj;9dmk;9dms;9dmq;9gu0;9dml;9dmt;9gu3;9gu2;9dmg;9dmh;9dmv
P11232	8ys1;8ys3
P11233	6p0k;6p0n;6p0j;6p0m;6p0l;1zc4;6p0o;2bov;7nqc;1uad;2a9k;8fji;8fjh;1zc3;6p0i;2a78
P11234	2ke5;6zrn;2kwi;6zqt
P11236	9drq;2fyz
P11245	2pfr
P11258	3vop;5eor;5eoq
P11260	2jrb
P11261	1lcs
P11274	2ain;5n7e;1k1f;5oc7;5n6r
P11275	1cm1;5u6y;8syg;1cdm;1cm4;8t15
P11276	2mfn;1mfn
P11277	3kbu;1s35;3edu;3f57;3lbx;3kbt
P11279	8fy5;8fyf;9c59;8ath;9c5b;9c5a
P11284	1dsv;4zv5;1dsq
P11305	4zus
P11308	4irh;6vge;4irg;5ybc;5ybd;4iri;6vgg;1sxe
P11309	4rc3;6qxk;5v82;8r0y;8r1w;5tel;4wrs;4enx;8r1n;4mta;1xr1;5c1q;4xhk;6pdp;5vuc;6vru;7oow;5kzi;3umx;5n5l;5kgk;4k0y;4i41;4lm5;4n70;3t9i;3vbv;5n4x;8r27;4wt6;2oi4;4k1b;3cy3;2o63;6l17;3jxw;1xqz;7qfm;4rpv;7vsy;2o3p;2xj0;5n4y;4n6z;7qb2;8r25;6no9;8r0w;1yxv;2bzh;2o65;2obj;5ipj;5kgd;3vbq;5o12;4wsy;1ywv;1yxs;5n4z;7xsv;7oov;7oox;3qf9;3r01;1yi4;1xws;5kgg;5o11;5kcx;5n4u;1yhs;5n52;5ndt;5dwr;4xh6;4ll5;3vbw;3bgz;6pdi;7z6u;6no8;8r1t;3jy0;3cy2;8r18;5o13;2xj2;6l11;2j2i;5iis;4rc2;4jx7;1yxt;2bzi;5kgi;4mbi;4lmu;4ty1;4k18;7zun;6ykd;4alw;4eny;3r02;2xiz;6kzi;6mt0;4as0;3vc4;6l16;5vua;8r0h;2bik;2c3i;5n5m;4jx3;4a7c;3umw;3f2a;9yki;3bgp;5n4o;3c4e;5tur;4rc4;2bzk;2bil;4alv;6l12;5vub;4iaa;5toe;5dia;4rbl;5dgz;4bzn;1yi3;2bzj;5n51;5mzl;1yxx;4gw8;4alu;2xix;2xiy;6l14;6ayd;3bgq;3vbx;3vby;6pdn;6pdo;3cxw;6l13;8afr;6vrv;8r10;8r1p;3bwf;5v80;3uix;3we8;2xj1;6l15;5n4n;5kge;4bzo;3ma3;3jya;3dcv;3a99;6pcw;5dhj;3vbt;4n6y;6bsk;3jpv;2o64;1yxu;5tex;5n4r;5n4v;5n50;3r04;5eol;4dtk;8r1k;8r0q;4mbl;3r00
P11310	1ege;4p13;2a1t;1egc;8sgp;1egd;1t9g
P11311	8ror;7bwm;6rc9
P11314	1ej6;6ztz;6xf8;2cse
P11333	9cgm
P11340	9cgm
P11342	3dhr;2r80;3mju
P11345	1rrb
P11347	5vq3;5vpw;1mio;4wn9;4wes
P11348	1dhr;1dir
P11349	1y4z;3ir5;1r27;1siw;3egw;3ir6;1q16;1y5l;3ir7;1y5n;1y5i
P11350	1y5i;3ir7;1siw;1y4z;3ir5;1y5l;3egw;1y5n;3ir6;1q16
P11353	1txn;1tlb;1tkl;1tk1
P11362	2cr3;3js2;3dpk;5w21;7ozb;5uq0;5am7;3tt0;3gqi;9uhi;3krj;1cvs;4f64;5o4a;5flf;4nka;7tnh;8jmz;1xr0;5a46;4rwk;6p69;6c18;4zsa;4rwl;4f63;7ozd;9uhc;2fgi;3gql;3krl;5b7v;5a4c;1agw;6nvl;5z0s;5zv2;4v04;1fq9;9vlj;1fgi;6c1b;6mzw;5ur1;4wun;9u7g;6mzq;6c1o;8jqi;4rwj;1fgk;5am6;6itj;3c4f;4uwb;3ky2;7ozf;4v01;7ysh;9cd5;3rhx;1evt;6p68;7wcl;8xlo;4uwc;3kxx;4v05;4rwi;4nks;4uwy;4nk9;4f65;6c19;5o49;8yki;5vnd;6c1c;5ew8;8xz7;3ojv;5w59;8y22
P11373	3dea;3dd5;3dcn
P11375	5xuw
P11376	2eql
P11383	5wsk
P11387	1r49;1tl8;1a36;1t8i;1seu;1k4s;1ej9;1k4t;1a31;1rr8;1lpq;1sc7;1a35;1nh3;1rrj
P11388	6zy8;5nne;6zy7;9bq7;9bq6;4r1f;9bqb;1zxn;5gwk;8w50;6zy5;6zy6;4fm9;1zxm;9bq9
P11392	7y4l;3v58;3v57;8b4n;7y5e;7y1a;7y7a
P11393	7liy;7y1a;7liz;7lix;7ezx;7y5e;7y7a;3v58;8b4n;7y4l;6kgx;3v57;7lj0
P11402	6vol;6von;6vmg;6voi;6vmd;6voo;6vok;6vmb;6vom;6voj;6vog;6fkf;6vm4;6vm1;6fki;6fkh;6vof;6voh
P11404	7yf1
P11405	1sa3;1yfi
P11407	3g8h
P11409	1boo
P11411	2dpg;1e7y;1dpg;1h93;1h94;1h9a;1e77;1e7m;1h9b
P11413	6va8;6e07;7sng;7sni;7uag;6va9;2bhl;7zve;1qki;7ual;7uc2;7snf;7snh;2bh9;7zvd;6va7;6vaq;7sei;7seh;6e08;5ukw;6va0;7tof;6jyu;7toe
P11414	7opc;8oeu;7oky;8p4d;8p4f;8of0;8oew;7opd;7oo3;8p4b;8p4c;7b0y;7oop;7oob;8p4e;7okx;8oev
P11433	2kfj;1tz1;1pqs;1q1o;2kfk
P11436	2uxy
P11438	5gv0
P11439	1zm3;3b78;1zm9;1xk9;1zm4;1zm2;3b8h;2zit;1aer;1ikq;1ikp;1dma;3b82
P11441	7ruc;4wwr;7ru9;4x86;7rua;2dzi
P11442	9r9b;1bpo;1c9i;1c9l
P11444	3uxl;1mdr;9p1b;4hnc;6vim;1mdl;1mns;7mqx;2mnr;4x2p;1dtn;1mra;3uxk;4fp1;4m6u
P11447	1tj7
P11451	3th1
P11454	2roq;3tej;5ja2;5t3d;5ja1
P11456	2rlb;2rl8;3k43;1c39;1m6p;3k41;3cy4;1keo;2rl7;2rl9;3k42
P11470	1fse
P11471	6kac;9hei
P11473	3a2i;2has;8iqt;2hb8;1ynw;1kb2;3x31;3kpz;3p8x;1txi;8iqn;1kb6;3az1;2har;1kb4;1db1;4g2i;3b0t;3x36;7qpp;2ham;3tkc;1s0z;3vhw;3w0a;3a78;4ite;3a40;5v39;3aur;3m7r;5gt4;3w0y;3ax8;3cs6;1ie8;2hb7;5yt2;3w0c;3wgp;3cs4;3az2;5ysy;1ie9;3auq;3az3;3a2j;4itf;1s19;3ogt;3wwr;3a3z
P11474	3k6p;2pjl;1xb7;9lvp;7e2e;3d24
P11484	9r9p;9r9o;3gl1
P11488	3rbq
P11494	1bds;2bds
P11498	7wta;7wte;7wtb;7wtc;3bg3;8hwl;8xl9;3bg9;8j7o;7wtd
P11499	7y04;8h77
P11509	3ebs;1z10;3t3r;2fdw;3t3q;1z11;4ejj;4rui;2fdv;2fdu;2fdy
P11511	3s79;3eqm;5jl9;4kq8;4gl7;5jkw;4gl5;3s7s;5jl7;5jkv;5jl6
P11512	7oqy;7oq4;7ok0
P11513	7ok0;7oqy;7oq4
P11514	7oqy;7oq4;7ok0
P11521	7ok0;7oqy;7oq4
P11522	8hl1;8hl3;8hku;8hl2;8hkv;8hl4;8hky;8hl5;8hkz
P11524	8wkp;8hl1;8hky;8hl3;8hl2;8wq2;8hl4;8wq4;8hl5;8hkz;8hkx
P11531	8yt8
P11532	9d58;1dxx;9ec1;1eg3;1eg4;3uun
P11540	2hxx;1ab7;1b3s;1brs;1bgs;1l1k;2za4;1b2s;1x1y;1a19;1x1x;1ay7;1x1w;3da7;1b27;1b2u;6pqk;1btb;1bta;1x1u;7mrx
P11541	8ufi;8ulg;7jsn;8ugs;6mzb;9ohm;8ugb
P11542	1qpa
P11544	1t6j;1y2m;1t6p
P11546	1pbg;4pbg;2pbg;3pbg
P11551	3o7q;3o7p
P11557	2lfv
P11558	3m32;3m2u;7suc;7b2h;1mro;1hbu;3m2r;1hbm;1hbn;1hbo;3m2v;5a0y;3m1v;3m30;5g0r;3pot;7sxm
P11560	1hbn;3pot;3m30;5g0r;1hbo;5a0y;1mro;3m1v;3m32;7suc;3m2u;1hbm;3m2r;3m2v;7b2h;7sxm;1hbu
P11562	1hbu;3m1v;5a0y;3m30;3pot;3m32;3m2v;3m2u;3m2r;7sxm;1hbo;7suc;1mro;5g0r;1hbn;7b2h;1hbm
P11568	1hux
P11586	1dig;9isr;1dia;9isl;6ecq;9iuo;9ise;1dib;9itd;1a4i;6ecp;6ecr
P11588	1qy0;2dm5;1yp6;1qy1;1yp7
P11589	1zng;1znk;1zne;1znh;1znd;1jv4;2nnd;1qy2;2ozq;2nne;1znl;1df3
P11590	3kff;3kfi;3kfg;3kfh
P11597	4f2a;4ews;2obd
P11607	5mpm;6hxb
P11609	6mji;6c5m;6cx7;3gmn;3scm;6mj6;6mja;6c6a;3sdd;3qux;4apq;3gmo;3gmr;5efi;6cxa;6cxe;5tw2;3he6;3he7;6miv;3quz;6bnl;6mjq;4mq7;4elm;3gmm;5fkp;2fik;4mx7;3tvm;1zhn;6cyw;3gml;4y16;1z5l;6oor;3arb;3are;6c6f;6cw6;3ubx;3arg;3to4;3ilq;3ta3;3gmp;3tn0;4zak;4y4h;4ei5;6mj4;2akr;6ojp;6cwb;3ard;3t1f;6omg;3o8x;3rzc;6xng;6cx5;6cxf;8t4z;3quy;2gaz;6cw9;6cwe;4y2d;4irj;6c6e;6cx9;5vcj;3ilp;4y4k;3o9w;3ma7;3arf;4y4f;3sda;6c6h;7m72;3rtq;6c69;5tw5;6miy;6mss;2q7y;3rug;6c6c;6c6j;6bnk;3gmq;1cd1;4mng;4irs;3qi9;3sdc;3g08;3au1;6mjj
P11610	6bmh;6bmk
P11632	1lwm;1cg7;1j5n
P11652	6req;1e1c;5req;1req;4req;2req;3req;7req
P11653	1e1c;4req;1req;2req;6req;3req;5req;7req
P11655	6x90;4h5i;4h5j
P11657	6ubv;3qe5;6tzl;1jmm;3opu
P11658	9f5y;9f5x;9f62
P11672	3s26;3u9p
P11678	8ogi
P11684	7vg7;7vf3
P11686	8ovi;2yad;8ox2
P11690	1r9f
P11695	8ydm
P11703	8xzv
P11704	8xzv
P11705	8xzv
P11708	4mdh;5mdh
P11709	6fc6;6fc5
P11712	5k7k;8vx0;4nz2;5xxi;7rl2;5x23;1og2;8vz7;5a5i;6vlt;1og5;5x24;5w0c;5a5j;1r9o
P11716	8dve;5gl0;5tb1;6m2w;9rcw;8sev;5gl1;4i2s;5tam;5taq;5tav;5tb2;5j8v;4i0y;9ol5;9heo;7tzc;3ila;3j8h;8rru;8rrw;8sew;8sep;4i7i;2bcx;9e1i;8xlf;5tat;5tb4;5t9r;8x48;9cgp;8seu;5tax;7tdg;6fg3;6foo;4p9j;8dtb;8rrx;9ol4;2xoa;7tdh;7cf9;7m6l;6wot;4ert;4i6i;5gky;3hsm;5t9s;5t9v;5ta3;5tan;5tas;5tay;5taz;3rqr;8x49;7t65;8rrv;9ol6;9e17;4esu;5tb0;5t15;7t64;7tdk;8y40;8ses;8xji;4i37;4i8m;5t9m;4ett;8duj;7tdj;8sex;8set;8x4a;8xlh;9e1g;9cgq;9e1a;9e1f;4etu;7tdi;8sey;8x4b;8x4d;9e1h;5c30;4uwa;5tap;8rrt;8sf0;5tb3;8sen;8seq;8ser;8drp;9e1c;8xkh;5gkz;4i1e;9e19;5tau;8x4e;8x4c;8seo;8sez;4i96;7m6a;4uwe;9e1b;9e1e;8rs0;5t9n;4i3n;5tal;5taw;9e18;9e1d;9r8o;9heq
P11717	1jpl;2l29;2m68;6z32;6v02;6n5x;1gp0;1jwg;8afz;2l2a;2v5p;2cnj;1gqb;1e6f;1lf8;2v5o;5iei;6z30;6z31;6n5y;1gp3;2m6t;2v5n;6p8i
P11731	7rgo;7r6g;7rgk
P11732	1cc5
P11741	4bcl;3eoj;6mez
P11746	1mnm
P11759	1mv8;1mfz;1muu
P11762	3m2m;4ga9;4no4
P11766	3qj5;2fze;1mc5;1m6h;1mp0;1m6w;1ma0;1teh;2fzw;8gv3
P11795	2tbv
P11797	3wd0;7c92;1ogg;7cb1;8yug;6jkf;6jk9;4z2l;8yui;8yuh;4z2i;3wd3;1ogb;3wd2;4z2g;3wd1;1e6n;4z2k;3wd4;1o6i;1goi;4z2j;4z2h;1h0g;1h0i;7c34
P11798	7b57;6ts3;1hkx;4x3i;7b56;7b55
P11799	1vrk;1qtx;1cdl;4oy4;1qs7;2k0f;2o5g;9u9d;3evr
P11802	5fwp;6p8e;6p8f;5fwk;5fwl;5fwm;3g33;9csk;6p8g;6p8h;2w9f;7sj3;2w96;2w99;2w9z
P11818	28nu;1knb;28nv;4atz;6hcn
P11820	6z7n;6yba
P11822	6yba;6z7n
P11827	1uik
P11831	1hbx;1srs;1k6o
P11836	3pp4;2osl;3bky;6y92;6y90;6y97;6y9a;8vgo;8vgn;6vja
